300.0, 0.0, 0.0
298.838709677, 0.0, 0.0
296.52062435, 0.0, 0.0
293.05471725, 0.0, 0.0
288.454404794, 0.0, 0.0
282.737494641, 0.0, 0.0
277.08740709, 0.0, 0.0
271.521518129, 0.0, 0.0
266.052399903, 0.0, 0.0
260.687806775, 0.0, 0.0
255.430697253, 0.0, 0.0
250.279291463, 0.0, 0.0
245.231659024, 0.0, 0.0
240.285793781, 0.0, 0.0
235.439670239, 0.0, 0.0
230.691281419, 0.0, 0.0
226.03865808, 0.0, 0.0
221.479869451, 0.0, 0.0
217.013023233, 0.0, 0.0
212.636265159, 0.0, 0.0
208.347778331, 0.0, 0.0
204.145782482, 0.0, 0.0
200.028533248, 0.0, 0.0
195.994321445, 0.0, 0.0
192.041472359, 0.0, 0.0
188.168345051, 0.0, 0.0
184.373331679, 0.0, 0.0
180.654856825, 0.0, 0.0
177.011376848, 0.0, 0.0
173.441379238, 0.0, 0.0
169.943381987, 0.0, 0.0
166.515932981, 0.0, 0.0
163.157609389, 0.0, 0.0
159.867017078, 0.0, 0.0
156.64279003, 0.0, 0.0
153.483589779, 0.0, 0.0
150.388104853, 0.0, 0.0
147.35505023, 0.0, 0.0
144.383166803, 0.0, 0.0
141.471220861, 0.0, 0.0
138.618003573, 0.0, 0.0
135.822330491, 0.0, 0.0
133.083041051, 0.0, 0.0
130.398998098, 0.0, 0.0
127.769087412, 0.0, 0.0
125.192217241, 0.0, 0.0
122.667317857, 0.0, 0.0
120.193341102, 0.0, 0.0
117.76925996, 0.0, 0.0
115.394068127, 0.0, 0.0
113.066779594, 0.0, 0.0
110.786428239, 0.0, 0.0
108.552067425, 0.0, 0.0
106.362769606, 0.0, 0.0
104.217625943, 0.0, 0.0
102.115745927, 0.0, 0.0
100.056257009, 0.0, 0.0
98.0383042373, 0.0, 0.0
96.0610499042, 0.0, 0.0
94.1236731958, 0.0, 0.0
92.2253698528, 0.0, 0.0
90.3653518365, 0.0, 0.0
88.5428470016, 0.0, 0.0
86.7570987753, 0.0, 0.0
85.0073658437, 0.0, 0.0
83.2929218438, 0.0, 0.0
81.613055062, 0.0, 0.0
79.9670681387, 0.0, 0.0
78.3542777787, 0.0, 0.0
76.7740144677, 0.0, 0.0
75.2256221943, 0.0, 0.0
73.7084581776, 0.0, 0.0
72.2218926005, 0.0, 0.0
70.7653083481, 0.0, 0.0
69.3381007515, 0.0, 0.0
67.939677337, 0.0, 0.0
66.56945758, 0.0, 0.0
65.2268726641, 0.0, 0.0
63.9113652447, 0.0, 0.0
62.6223892179, 0.0, 0.0
61.3594094939, 0.0, 0.0
60.1219017744, 0.0, 0.0
58.9093523355, 0.0, 0.0
57.7212578139, 0.0, 0.0
56.5571249985, 0.0, 0.0
55.4164706253, 0.0, 0.0
54.2988211767, 0.0, 0.0
53.2037126853, 0.0, 0.0
52.1306905409, 0.0, 0.0
51.0793093021, 0.0, 0.0
50.0491325112, 0.0, 0.0
49.0397325129, 0.0, 0.0
48.0506902772, 0.0, 0.0
47.0815952251, 0.0, 0.0
46.132045058, 0.0, 0.0
45.2016455912, 0.0, 0.0
44.2900105899, 0.0, 0.0
43.396761609, 0.0, 0.0
42.5215278358, 0.0, 0.0
41.6639459364, 0.0, 0.0
40.8236599045, 0.0, 0.0
40.000320914, 0.0, 0.0
39.1935871739, 0.0, 0.0
38.4031237864, 0.0, 0.0
37.6286026082, 0.0, 0.0
36.8697021138, 0.0, 0.0
36.1261072624, 0.0, 0.0
35.3975093672, 0.0, 0.0
34.6836059666, 0.0, 0.0
33.9841006996, 0.0, 0.0
33.2987031819, 0.0, 0.0
32.6271288858, 0.0, 0.0
31.9690990222, 0.0, 0.0
31.3243404245, 0.0, 0.0
30.6925854352, 0.0, 0.0
30.0735717954, 0.0, 0.0
29.4670425352, 0.0, 0.0
28.8727458673, 0.0, 0.0
28.2904350825, 0.0, 0.0
27.7198684475, 0.0, 0.0
27.160809104, 0.0, 0.0
26.613024971, 0.0, 0.0
26.0762886479, 0.0, 0.0
25.5503773204, 0.0, 0.0
25.0350726682, 0.0, 0.0
24.5301607739, 0.0, 0.0
24.0354320343, 0.0, 0.0
23.5506810739, 0.0, 0.0
23.0757066589, 0.0, 0.0
22.6103116142, 0.0, 0.0
22.1543027414, 0.0, 0.0
21.7074907383, 0.0, 0.0
21.2696901209, 0.0, 0.0
20.8407191459, 0.0, 0.0
20.4203997355, 0.0, 0.0
20.0085574033, 0.0, 0.0
19.6050211821, 0.0, 0.0
19.2096235527, 0.0, 0.0
18.8222003746, 0.0, 0.0
18.4425908175, 0.0, 0.0
18.0706372949, 0.0, 0.0
17.7061853986, 0.0, 0.0
17.3490838343, 0.0, 0.0
16.9991843593, 0.0, 0.0
16.6563417204, 0.0, 0.0
16.3204135942, 0.0, 0.0
15.9912605274, 0.0, 0.0
15.6687458796, 0.0, 0.0
15.3527357657, 0.0, 0.0
15.0430990012, 0.0, 0.0
14.7397070473, 0.0, 0.0
14.4424339574, 0.0, 0.0
14.1511563252, 0.0, 0.0
13.8657532332, 0.0, 0.0
13.5861062027, 0.0, 0.0
13.3120991442, 0.0, 0.0
13.0436183099, 0.0, 0.0
12.7805522458, 0.0, 0.0
12.522791746, 0.0, 0.0
12.2702298067, 0.0, 0.0
12.0227615825, 0.0, 0.0
11.7802843424, 0.0, 0.0
11.5426974273, 0.0, 0.0
11.3099022083, 0.0, 0.0
11.0818020456, 0.0, 0.0
10.8583022484, 0.0, 0.0
10.6393100358, 0.0, 0.0
10.4247344978, 0.0, 0.0
10.2144865583, 0.0, 0.0
10.0084789375, 0.0, 0.0
9.80662611577, 0.0, 0.0
9.60884429844, 0.0, 0.0
9.41505138073, 0.0, 0.0
9.2251669138, 0.0, 0.0
9.0391120713, 0.0, 0.0
8.85680961666, 0.0, 0.0
8.67818387106, 0.0, 0.0
8.50316068195, 0.0, 0.0
8.33166739232, 0.0, 0.0
8.16363281051, 0.0, 0.0
7.99898718068, 0.0, 0.0
7.83766215383, 0.0, 0.0
7.67959075943, 0.0, 0.0
7.52470737764, 0.0, 0.0
7.37294771203, 0.0, 0.0
7.22424876293, 0.0, 0.0
7.07854880126, 0.0, 0.0
6.93578734289, 0.0, 0.0
6.79590512354, 0.0, 0.0
6.65884407422, 0.0, 0.0
6.52454729704, 0.0, 0.0
6.39295904166, 0.0, 0.0
6.26402468213, 0.0, 0.0
6.13769069418, 0.0, 0.0
6.01390463307, 0.0, 0.0
5.89261511172, 0.0, 0.0
Pohanch gya
